Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
CCNA_01163, YP_002516536.1, , 5457.0, 60, 9.54, 8.05, 62.6729
CCNA_00236, YP_002515611.1, , 1364.7, 59, 2.39, 31.66, 135.581
CCNA_01156, YP_002516529.1, , 669.7, 49, 1.17, 53.59, 137.991
CCNA_00799, YP_002516172.1, cydD, 1267.3, 47, 2.22, 27.16, 101.587
CCNA_R0002, , , 172.0, 47, 0.30, 200.13, 193.579
CCNA_00475, YP_002515848.1, trwB, 1307.7, 43, 2.29, 24.08, 88.2139
CCNA_03032, YP_002518405.1, , 1108.3, 37, 1.94, 24.45, 76.746
CCNA_03405, YP_002518778.1, , 601.3, 37, 1.05, 45.07, 98.509
CCNA_R0158, , , 49.0, 37, 0.09, 553.02, 190.338
CCNA_02377, YP_002517750.2, , 646.3, 34, 1.13, 38.53, 85.5289
CCNA_01019, YP_002516392.1, , 1711.3, 33, 2.99, 14.12, 51.7937
CCNA_02336, YP_002517709.1, , 713.7, 33, 1.25, 33.86, 78.9643
CCNA_00866, YP_002516239.1, xylX, 963.7, 32, 1.68, 24.32, 66.5009
CCNA_03177, YP_002518550.1, , 1592.7, 29, 2.78, 13.34, 44.2496
CCNA_02722, YP_002518095.1, , 789.0, 27, 1.38, 25.06, 57.2051
CCNA_00364, YP_002515739.1, , 951.0, 25, 1.66, 19.25, 46.8932
CCNA_00886, YP_002516259.1, , 1033.3, 25, 1.81, 17.72, 44.9562
CCNA_01793, YP_002517166.1, , 820.0, 25, 1.43, 22.33, 50.3788
CCNA_03725, YP_002519098.1, , 1298.0, 25, 2.27, 14.11, 39.6981
CCNA_02245, YP_002517618.1, , 397.0, 23, 0.69, 42.43, 60.6733
CCNA_00115, YP_002515490.2, , 2581.7, 22, 4.51, 6.24, 19.6149
CCNA_00262, YP_002515637.1, , 738.7, 22, 1.29, 21.81, 44.0805
CCNA_00613, YP_002515986.3, , 964.0, 22, 1.69, 16.71, 38.5997
CCNA_01048, YP_002516421.1, , 293.7, 22, 0.51, 54.86, 63.629
CCNA_03489, YP_002518862.1, , 782.3, 22, 1.37, 20.60, 42.8916
CCNA_03677, YP_002519050.2, , 998.7, 22, 1.75, 16.13, 37.8796
CCNA_03335, YP_002518707.1, , 873.0, 21, 1.53, 17.62, 37.9579
CCNA_02603, YP_002517976.1, , 1023.3, 20, 1.79, 14.31, 32.4048
CCNA_02633, YP_002518006.1, , 1823.7, 20, 3.19, 8.03, 22.1726
CCNA_02743, YP_002518116.1, , 1891.7, 20, 3.31, 7.74, 21.5528
CCNA_R0166, , , 96.0, 20, 0.17, 152.58, 78.1932
CCNA_02837, YP_002518210.1, , 435.3, 19, 0.76, 31.97, 45.253
CCNA_02923, YP_002518296.1, , 2414.7, 19, 4.22, 5.76, 15.9654
CCNA_00644, YP_002516017.2, , 1163.3, 18, 2.03, 11.33, 25.5405
CCNA_01190, YP_002516563.1, , 1237.3, 18, 2.16, 10.65, 24.5522
CCNA_01487, YP_002516860.1, , 633.7, 18, 1.11, 20.80, 35.6012
CCNA_00627, YP_002516000.1, , 346.7, 17, 0.61, 35.91, 42.5902
CCNA_00711, YP_002516084.1, , 862.3, 17, 1.51, 14.44, 27.9492
CCNA_01527, YP_002516900.1, fljL, 713.7, 17, 1.25, 17.44, 30.9203
CCNA_02531, YP_002517904.2, , 662.0, 16, 1.16, 17.70, 29.4224
CCNA_02742, YP_002518115.1, , 917.0, 16, 1.60, 12.78, 24.6265
CCNA_02779, YP_002518152.2, , 1132.7, 16, 1.98, 10.35, 21.5991
CCNA_03317, YP_002518689.1, dnaE2, 2540.0, 16, 4.44, 4.61, 10.9648
CCNA_02181, YP_002517554.1, , 506.0, 15, 0.88, 21.71, 30.5676
CCNA_03150, YP_002518523.1, , 126.3, 15, 0.22, 86.98, 50.7648
CCNA_03460, YP_002518833.1, , 361.3, 15, 0.63, 30.41, 35.3836
CCNA_03611, YP_002518984.1, , 1310.3, 15, 2.29, 8.38, 17.6053
CCNA_03841, YP_002519214.1, , 756.7, 15, 1.32, 14.52, 24.9403
CCNA_00339, YP_002515714.1, , 1032.0, 14, 1.80, 9.94, 18.608
CCNA_00920, YP_002516293.1, , 845.3, 14, 1.48, 12.13, 21.0995
CCNA_00937, YP_002516310.1, , 301.0, 14, 0.53, 34.06, 34.6716
CCNA_01042, YP_002516415.1, , 1877.3, 14, 3.28, 5.46, 11.5936
CCNA_02384, YP_002517757.1, , 1470.7, 14, 2.57, 6.97, 14.3571
CCNA_02792, YP_002518165.1, , 2359.0, 14, 4.12, 4.35, 9.16704
CCNA_03523, YP_002518896.1, , 467.3, 14, 0.82, 21.94, 28.784
CCNA_00817, YP_002516190.1, , 1092.3, 13, 1.91, 8.72, 15.9081
CCNA_02130, YP_002517503.1, , 1071.0, 13, 1.87, 8.89, 16.1299
CCNA_02187, YP_002517560.1, sspB, 474.0, 13, 0.83, 20.09, 25.7644
CCNA_02762, YP_002518135.1, , 589.7, 13, 1.03, 16.15, 23.112
CCNA_02853, YP_002518226.1, , 1128.7, 13, 1.97, 8.44, 15.5404
CCNA_03010, YP_002518383.1, , 401.3, 13, 0.70, 23.73, 27.8113
CCNA_03158, YP_002518531.2, , 797.0, 13, 1.39, 11.95, 19.5303
CCNA_03207, YP_002518580.1, , 741.0, 13, 1.30, 12.85, 20.3872
CCNA_03214, YP_002518587.1, , 314.0, 13, 0.55, 30.32, 30.8592
CCNA_03222, YP_002518595.1, , 988.3, 13, 1.73, 9.63, 17.0416
CCNA_03401, YP_002518774.1, , 644.3, 13, 1.13, 14.78, 22.049
CCNA_00099, YP_002515474.1, fzlC, 1280.0, 12, 2.24, 6.87, 12.3743
CCNA_00252, YP_002515627.1, pbpX, 1572.0, 12, 2.75, 5.59, 10.3721
CCNA_00773, YP_002516146.4, , 1201.7, 12, 2.10, 7.31, 13.0071
CCNA_01788, YP_002517161.1, , 366.7, 12, 0.64, 23.97, 25.9142
CCNA_01966, YP_002517339.1, , 2099.0, 12, 3.67, 4.19, 7.73491
CCNA_03072, YP_002518445.1, , 598.7, 12, 1.05, 14.68, 20.4041
CCNA_03119, YP_002518492.2, , 399.7, 12, 0.70, 21.99, 24.9332
CCNA_03172, YP_002518545.1, , 681.3, 12, 1.19, 12.90, 18.9856
CCNA_03304, YP_002518676.1, , 1686.3, 12, 2.95, 5.21, 9.71084
CCNA_03662, YP_002519035.1, , 339.3, 12, 0.59, 25.90, 26.802
CCNA_03721, YP_002519094.1, gltD, 1182.7, 12, 2.07, 7.43, 13.1681
CCNA_03882, YP_008877619.1, , 296.0, 12, 0.52, 29.69, 28.3707
CCNA_R0034, , , 176.0, 12, 0.31, 49.93, 34.416
CCNA_00084, YP_002515459.1, purH, 1285.3, 11, 2.25, 6.27, 10.641
CCNA_00194, YP_002515569.1, , 327.3, 11, 0.57, 24.61, 24.1678
CCNA_00348, YP_002515723.1, , 1597.3, 11, 2.79, 5.04, 8.74095
CCNA_00453, YP_002515828.1, , 824.7, 11, 1.44, 9.77, 14.7937
CCNA_01089, YP_002516462.1, , 1242.3, 11, 2.17, 6.48, 10.9475
CCNA_01803, YP_002517176.1, , 966.7, 11, 1.69, 8.33, 13.2712
CCNA_01952, YP_002517325.3, , 968.7, 11, 1.69, 8.32, 13.2516
CCNA_01995, YP_002517368.1, , 608.3, 11, 1.06, 13.24, 17.7978
CCNA_02215, YP_002517588.1, , 936.7, 11, 1.64, 8.60, 13.5705
CCNA_02366, YP_002517739.2, malY, 1221.0, 11, 2.13, 6.60, 11.1042
CCNA_02693, YP_002518066.2, , 1573.3, 11, 2.75, 5.12, 8.86984
CCNA_02869, YP_002518242.1, , 298.0, 11, 0.52, 27.03, 25.1526
CCNA_02908, YP_002518281.2, , 634.0, 11, 1.11, 12.71, 17.3835
CCNA_02999, YP_002518372.1, , 584.3, 11, 1.02, 13.79, 18.2025
CCNA_03075, YP_002518448.1, , 402.7, 11, 0.70, 20.01, 22.0076
CCNA_03162, YP_002518535.3, argJ, 1088.7, 11, 1.90, 7.40, 12.1568
CCNA_03938, YP_009020510.1, , 338.7, 11, 0.59, 23.79, 23.8093
CCNA_R0102, , , 96.0, 11, 0.17, 83.92, 37.2898
CCNA_R0170, , , 186.0, 11, 0.33, 43.31, 30.1584
CCNA_00127, YP_002515502.1, , 253.3, 10, 0.44, 28.91, 23.6529
CCNA_00398, YP_002515773.2, , 1142.0, 10, 2.00, 6.41, 9.99129
CCNA_00837, YP_002516210.1, , 1336.7, 10, 2.34, 5.48, 8.72061
CCNA_01028, YP_002516401.2, , 1175.3, 10, 2.05, 6.23, 9.75585
CCNA_01296, YP_002516669.2, stpX, 1553.7, 10, 2.72, 4.71, 7.55331
CCNA_01954, YP_002517327.1, , 1977.3, 10, 3.46, 3.70, 5.7962
CCNA_02010, YP_002517383.1, , 200.3, 10, 0.35, 36.56, 25.9165
CCNA_02022, YP_002517395.1, nuoH, 806.3, 10, 1.41, 9.08, 12.9463
CCNA_02333, YP_002517706.1, , 813.3, 10, 1.42, 9.00, 12.8709
CCNA_02823, YP_002518196.1, , 198.3, 10, 0.35, 36.93, 26.0137
CCNA_03141, YP_002518514.1, , 421.7, 10, 0.74, 17.37, 18.8221
CCNA_03628, YP_002519001.1, , 1127.7, 10, 1.97, 6.49, 10.095
CCNA_03691, YP_002519064.1, kidO, 635.3, 10, 1.11, 11.53, 15.061
