Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
B4U62_RS08405, WP_003245629.1, , 3435.0, 6, 3.23, 1.25, 2.22066
B4U62_RS02125, WP_003246610.1, , 1224.0, 5, 1.15, 2.93, 5.03313
B4U62_RS04635, WP_009966811.1, , 1031.7, 5, 0.97, 3.48, 5.7413
B4U62_RS06155, WP_009966979.1, , 1360.3, 5, 1.28, 2.64, 4.60852
B4U62_RS06330, WP_003232957.1, , 1401.3, 5, 1.32, 2.56, 4.49104
B4U62_RS16880, WP_003244479.1, , 1708.0, 5, 1.60, 2.10, 3.73211
B4U62_RS17140, WP_003242894.1, , 1833.0, 5, 1.72, 1.96, 3.47237
B4U62_RS17405, WP_003243690.1, , 1636.0, 5, 1.54, 2.19, 3.89349
B4U62_RS22480, WP_020846153.1, , 2813.7, 5, 2.64, 1.28, 2.04947
B4U62_RS00335, WP_003243453.1, mfd, 2822.0, 4, 2.65, 1.02, 1.29023
B4U62_RS01265, WP_003234892.1, , 679.7, 4, 0.64, 4.23, 5.47725
B4U62_RS02095, WP_003246552.1, , 766.7, 4, 0.72, 3.75, 5.0593
B4U62_RS04095, WP_003243771.1, , 749.7, 4, 0.70, 3.83, 5.13653
B4U62_RS04785, WP_003244113.1, , 880.7, 4, 0.83, 3.26, 4.58814
B4U62_RS08185, WP_003245869.1, ctaA, 806.3, 4, 0.76, 3.56, 4.88684
B4U62_RS08410, WP_003232163.1, , 826.0, 4, 0.78, 3.48, 4.80469
B4U62_RS08440, WP_009967191.1, , 758.0, 4, 0.71, 3.79, 5.09857
B4U62_RS08625, WP_003232068.1, , 1033.7, 4, 0.97, 2.78, 4.05868
B4U62_RS08890, WP_003231973.1, , 1165.7, 4, 1.10, 2.46, 3.67345
B4U62_RS09350, WP_010886513.1, , 10591.0, 4, 9.95, 0.27, 0.0107755
B4U62_RS12150, WP_004398777.1, , 1111.3, 4, 1.04, 2.58, 3.82533
B4U62_RS13245, WP_009967716.1, , 839.3, 4, 0.79, 3.42, 4.75051
B4U62_RS15225, WP_003229611.1, , 1102.3, 4, 1.04, 2.61, 3.85135
B4U62_RS15770, WP_004398641.1, , 1129.3, 4, 1.06, 2.54, 3.77407
B4U62_RS16075, WP_003229261.1, , 939.0, 4, 0.88, 3.06, 4.37422
B4U62_RS16850, WP_003244365.1, , 991.3, 4, 0.93, 2.90, 4.19544
B4U62_RS17990, WP_010886613.1, , 955.0, 4, 0.90, 3.01, 4.31828
B4U62_RS18305, WP_003228330.1, , 1193.0, 4, 1.12, 2.41, 3.60054
B4U62_RS18365, WP_003228311.1, , 922.3, 4, 0.87, 3.11, 4.43384
B4U62_RS19645, WP_003243080.1, , 1196.7, 4, 1.12, 2.40, 3.59082
B4U62_RS20725, WP_003227327.1, dltB, 933.3, 4, 0.88, 3.08, 4.39442
B4U62_RS20800, WP_009969153.1, , 689.0, 4, 0.65, 4.17, 5.42973
B4U62_RS01515, WP_003246338.1, , 617.3, 3, 0.58, 3.49, 3.85459
B4U62_RS01735, WP_003246458.1, , 652.0, 3, 0.61, 3.30, 3.7142
B4U62_RS01770, WP_003246301.1, , 1077.0, 3, 1.01, 2.00, 2.495
B4U62_RS01890, WP_003234655.1, pruA, 1216.3, 3, 1.14, 1.77, 2.2225
B4U62_RS01895, WP_072175235.1, putP, 1190.0, 3, 1.12, 1.81, 2.27069
B4U62_RS03005, WP_003234223.1, , 1145.3, 3, 1.08, 1.88, 2.35594
B4U62_RS03840, WP_003233894.1, , 800.7, 3, 0.75, 2.69, 3.19888
B4U62_RS04005, WP_003233822.1, , 513.7, 3, 0.48, 4.19, 4.33476
B4U62_RS04045, WP_009968837.1, , 803.7, 3, 0.76, 2.68, 3.18969
B4U62_RS04070, WP_003233803.1, , 383.7, 3, 0.36, 5.61, 5.12049
B4U62_RS04860, WP_003243727.1, , 802.0, 3, 0.75, 2.69, 3.19489
B4U62_RS04985, WP_003233470.1, , 1152.0, 3, 1.08, 1.87, 2.34288
B4U62_RS05000, WP_010886450.1, , 690.7, 3, 0.65, 3.12, 3.56758
B4U62_RS05070, WP_003244751.1, , 543.0, 3, 0.51, 3.97, 4.18846
B4U62_RS05330, WP_003245615.1, , 1126.7, 3, 1.06, 1.91, 2.39272
B4U62_RS05475, WP_003245015.1, , 1054.3, 3, 0.99, 2.04, 2.54378
B4U62_RS05595, WP_003239501.1, , 588.0, 3, 0.55, 3.66, 3.98044
B4U62_RS05855, WP_003245274.1, , 1231.0, 3, 1.16, 1.75, 2.19616
B4U62_RS05860, WP_003245853.1, , 492.0, 3, 0.46, 4.38, 4.44933
B4U62_RS06335, WP_003245554.1, , 816.3, 3, 0.77, 2.64, 3.15154
B4U62_RS07380, WP_003245161.1, , 986.0, 3, 0.93, 2.18, 2.69907
B4U62_RS07685, WP_003218638.1, ptsP, 1330.0, 3, 1.25, 1.62, 2.02925
B4U62_RS08015, WP_003245153.1, , 708.3, 3, 0.67, 3.04, 3.50407
B4U62_RS08345, WP_003245326.1, , 1257.3, 3, 1.18, 1.71, 2.15009
B4U62_RS08605, WP_009967219.1, coaBC, 1019.7, 3, 0.96, 2.11, 2.62079
B4U62_RS09270, WP_003244841.1, mutS, 2116.0, 3, 1.99, 1.02, 1.13918
B4U62_RS09295, WP_003231824.1, , 642.0, 3, 0.60, 3.36, 3.75375
B4U62_RS09960, WP_009967354.1, , 8407.7, 3, 7.90, 0.26, 0.0149898
B4U62_RS10595, WP_003231218.1, , 1139.0, 3, 1.07, 1.89, 2.36831
B4U62_RS11970, WP_003230755.1, , 2935.3, 3, 2.76, 0.73, 0.65312
B4U62_RS12030, WP_003230720.1, , 583.0, 3, 0.55, 3.69, 4.00263
B4U62_RS12125, WP_004399067.1, recU, 494.7, 3, 0.46, 4.35, 4.43476
B4U62_RS12590, WP_003230498.1, , 519.0, 3, 0.49, 4.15, 4.30761
B4U62_RS12705, WP_003230463.1, , 322.0, 3, 0.30, 6.69, 5.60368
B4U62_RS12755, WP_003223972.1, , 459.7, 3, 0.43, 4.69, 4.63081
B4U62_RS12855, WP_010886562.1, , 1057.0, 3, 0.99, 2.04, 2.53791
B4U62_RS12880, WP_003245966.1, coaA, 819.0, 3, 0.77, 2.63, 3.14346
B4U62_RS13045, WP_004398694.1, yqiS, 785.3, 3, 0.74, 2.74, 3.24672
