Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
DR_0001, NP_293727.1, , 882.3, 164, 1.16, 126.82, 652.655
DR_0075, NP_293801.1, , 2808.3, 128, 3.69, 31.10, 332.868
DR_0494, NP_294217.1, , 376.0, 47, 0.49, 85.28, 170.398
DR_0364, NP_294087.1, , 735.3, 45, 0.97, 41.75, 131.591
DR_A0312, NP_285635.1, , 374.0, 39, 0.49, 71.14, 134.794
DR_A0302, NP_285625.1, , 633.0, 37, 0.83, 39.88, 106.934
DR_0267, NP_293990.1, , 953.7, 30, 1.25, 21.46, 69.0829
DR_2488, NP_296208.1, , 1165.0, 30, 1.53, 17.57, 63.3475
DR_A0060, NP_285383.1, , 292.0, 29, 0.38, 67.76, 99.3906
DR_0269, NP_293992.1, , 346.0, 26, 0.45, 51.27, 82.1784
DR_0258, NP_293981.1, , 532.0, 24, 0.70, 30.78, 64.0344
DR_2367, NP_296088.1, , 1324.0, 24, 1.74, 12.37, 43.1496
DR_0458, NP_294181.1, , 1853.3, 22, 2.44, 8.10, 31.2024
DR_1162, NP_294886.1, , 422.0, 22, 0.55, 35.57, 61.9613
DR_2413, NP_296134.1, , 948.3, 22, 1.25, 15.83, 44.8094
DR_0560, NP_294283.1, , 938.7, 20, 1.23, 14.54, 39.3011
DR_B0076, NP_051611.1, , 652.3, 20, 0.86, 20.92, 46.2232
DR_0002, NP_293728.1, dnaA, 722.3, 19, 0.95, 17.95, 41.2222
DR_0464, NP_294187.1, , 1454.0, 19, 1.91, 8.92, 28.8398
DR_0196, NP_293920.1, , 730.3, 18, 0.96, 16.82, 38.0352
DR_0888, NP_294612.1, , 580.7, 18, 0.76, 21.15, 41.9753
DR_1188, NP_294912.1, , 1081.7, 18, 1.42, 11.35, 31.4004
DR_0806, NP_294530.1, , 636.0, 17, 0.84, 18.24, 37.3349
DR_1143, NP_294867.1, , 571.3, 16, 0.75, 19.11, 35.9566
DR_2169, NP_295892.1, , 1039.7, 16, 1.37, 10.50, 26.9537
DR_2344, NP_296065.1, , 490.7, 16, 0.65, 22.25, 38.2904
