Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
DR_0458, NP_294181.1, , 1853.3, 6, 1.65, 2.21, 4.9674
DR_0479, NP_294202.1, , 2030.7, 6, 1.81, 2.02, 4.54946
DR_0257, NP_293980.1, aceE, 2150.3, 5, 1.91, 1.59, 3.09626
DR_0620, NP_294343.1, , 2135.7, 5, 1.90, 1.60, 3.12007
DR_1480, NP_295203.1, , 1287.0, 5, 1.15, 2.65, 5.04898
DR_2503, NP_296223.1, , 1597.3, 5, 1.42, 2.14, 4.1913
DR_A0050, NP_285374.1, , 1293.0, 5, 1.15, 2.64, 5.03004
DR_0095, NP_293821.1, , 931.3, 4, 0.83, 2.93, 4.58215
DR_0143, NP_293867.1, , 1100.7, 4, 0.98, 2.48, 4.03037
DR_0327, NP_294050.1, , 792.0, 4, 0.70, 3.45, 5.13375
DR_0405, NP_294128.1, , 1817.3, 4, 1.62, 1.50, 2.5103
DR_0507, NP_294230.1, , 3161.0, 4, 2.81, 0.86, 1.16777
DR_0695, NP_294418.1, , 1534.7, 4, 1.37, 1.78, 2.99649
DR_0880, NP_294604.1, , 1741.0, 4, 1.55, 1.57, 2.63082
DR_1038, NP_294762.1, , 996.3, 4, 0.89, 2.74, 4.35715
DR_1462, NP_295185.1, , 3082.0, 4, 2.74, 0.89, 1.21928
DR_1503, NP_295226.1, , 910.0, 4, 0.81, 3.00, 4.65998
DR_1550, NP_295273.1, , 1264.0, 4, 1.13, 2.16, 3.58885
DR_2015, NP_295738.1, , 941.7, 4, 0.84, 2.90, 4.54492
DR_A0131, NP_285455.1, , 1635.7, 4, 1.46, 1.67, 2.80965
DR_A0136, NP_285460.1, , 919.0, 4, 0.82, 2.97, 4.62684
DR_A0263, NP_285586.1, , 982.7, 4, 0.87, 2.78, 4.40275
DR_A0329, NP_285652.1, , 918.0, 4, 0.82, 2.97, 4.6305
DR_B0093, NP_051626.1, , 745.3, 4, 0.66, 3.66, 5.3444
DR_0267, NP_293990.1, , 953.7, 3, 0.85, 2.15, 2.90588
DR_0337, NP_294060.1, , 470.7, 3, 0.42, 4.35, 4.71262
DR_0465, NP_294188.1, , 551.7, 3, 0.49, 3.71, 4.28906
DR_0486, NP_294209.1, , 396.3, 3, 0.35, 5.16, 5.18009
DR_0552, NP_294275.1, , 544.3, 3, 0.48, 3.76, 4.32476
DR_0630, NP_294353.1, , 1160.0, 3, 1.03, 1.76, 2.44913
DR_0671, NP_294394.1, , 829.3, 3, 0.74, 2.47, 3.24565
DR_0905, NP_294629.1, , 1729.0, 3, 1.54, 1.18, 1.60454
DR_0949, NP_294673.1, , 442.0, 3, 0.39, 4.63, 4.8826
DR_1155, NP_294879.1, , 1079.3, 3, 0.96, 1.90, 2.61449
DR_1323, NP_295047.1, , 721.0, 3, 0.64, 2.84, 3.59582
DR_1352, NP_295075.1, , 615.3, 3, 0.55, 3.33, 4.00305
DR_1371, NP_295094.1, , 746.7, 3, 0.66, 2.74, 3.50731
DR_1407, NP_295130.1, , 893.7, 3, 0.80, 2.29, 3.06252
DR_1433, NP_295156.1, , 1647.3, 3, 1.47, 1.24, 1.69983
DR_1487, NP_295210.1, , 1698.0, 3, 1.51, 1.21, 1.6399
DR_1488, NP_295211.1, , 958.3, 3, 0.85, 2.14, 2.89437
DR_1571, NP_295294.1, , 1489.7, 3, 1.33, 1.37, 1.9045
DR_1594, NP_295317.1, , 882.7, 3, 0.79, 2.32, 3.09264
DR_1632, NP_295355.1, , 1294.3, 3, 1.15, 1.58, 2.20479
DR_1729, NP_295452.1, , 627.0, 3, 0.56, 3.26, 3.95413
DR_1769, NP_295492.1, , 1344.0, 3, 1.20, 1.52, 2.12279
DR_1884, NP_295607.1, , 952.0, 3, 0.85, 2.15, 2.91015
DR_1962, NP_295685.1, , 486.0, 3, 0.43, 4.21, 4.62664
DR_1963, NP_295686.1, , 1009.7, 3, 0.90, 2.03, 2.77033
DR_2033, NP_295756.1, , 1907.7, 3, 1.70, 1.07, 1.41783
DR_2037, NP_295760.1, , 397.0, 3, 0.35, 5.16, 5.17526
DR_2121, NP_295844.1, , 767.3, 3, 0.68, 2.67, 3.43893
DR_2196, NP_295918.1, , 1129.7, 3, 1.01, 1.81, 2.50942
DR_2442, NP_296162.1, , 597.7, 3, 0.53, 3.42, 4.0787
DR_2540, NP_296260.1, , 1181.7, 3, 1.05, 1.73, 2.40719
DR_2555, NP_296275.1, gatB, 1250.0, 3, 1.11, 1.64, 2.28153
DR_A0019, NP_285343.1, , 397.7, 3, 0.35, 5.15, 5.17043
DR_A0274, NP_285597.1, , 1226.3, 3, 1.09, 1.67, 2.32408
DR_A0355, NP_296368.1, , 1396.7, 3, 1.24, 1.47, 2.04022
DR_B0033, NP_051574.1, , 1377.3, 3, 1.23, 1.49, 2.07011
DR_B0039, NP_051579.1, , 1276.3, 3, 1.14, 1.60, 2.23554
