100, 300, 400, 700, 800, 900
383.0, 379.0, 195.0, 162.0, 113.0, 0.0
0.0, 0.0, 1.0, 100.0, 115.0, 128.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 4.0, 187.0, 121.0, 155.0, 255.0
0, 0, 3, 3, 3, 3
0, 0, 3, 3, 3, 3
0, 0, 3, 1, 1, 1
0, 0, 3, 3, 3, 3
0, 0, 0, 3, 3, 3
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 3, 1
0, 0, 3, 3, 3, 3
0, 0, 3, 3, 3, 3
0, 0, 3, 3, 3, 3
0, 0, 3, 3, 3, 3
0, 0, 3, 1, 1, 1
0, 0, 3, 1, 1, 1
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 3
0, 0, 3, 3, 3, 3
0, 0, 3, 1, 1, 1
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 3
0, 0, 3, 3, 1, 1
0, 0, 0, 3, 3, 3
0, 0, 3, 3, 3, 3
0, 0, 0, 0, 0, 3
0, 0, 0, 3, 3, 3
0, 0, 3, 3, 3, 1
0, 0, 3, 3, 3, 3
0, 0, 3, 3, 3, 3
0, 0, 0, 0, 3, 1
0, 0, 0, 3, 3, 3
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 3
0, 0, 3, 1, 1, 1
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 3
0, 0, 3, 1, 1, 1
0, 0, 0, 0, 3, 1
0, 0, 0, 3, 3, 3
0, 0, 0, 3, 3, 3
0, 0, 0, 0, 3, 1
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 3
0, 0, 3, 1, 1, 1
0, 0, 3, 3, 3, 3
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 3
0, 0, 0, 3, 3, 3
0, 0, 0, 3, 3, 3
0, 0, 0, 0, 0, 3
0, 0, 3, 1, 1, 1
0, 0, 0, 0, 3, 3
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 3, 3
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 3
0, 0, 3, 1, 1, 1
0, 0, 0, 3, 1, 1
0, 0, 3, 1, 1, 1
0, 0, 3, 3, 3, 3
0, 0, 0, 3, 3, 3
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 3
0, 0, 3, 1, 1, 1
0, 0, 0, 3, 3, 3
0, 0, 3, 1, 1, 1
0, 0, 3, 1, 1, 1
0, 0, 0, 0, 0, 3
0, 0, 3, 1, 1, 1
