100, 200, 300, 400, 500, 600
59.0, 21.0, 18.0, 10.0, 5.0, 0.0
0.0, 0.0, 14.0, 36.0, 36.0, 39.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 38.0, 27.0, 13.0, 18.0, 20.0
0, 0, 0, 0, 3, 3
0, 3, 3, 3, 3, 3
0, 0, 0, 0, 3, 1
0, 0, 0, 3, 3, 3
0, 3, 3, 1, 1, 1
0, 0, 0, 3, 3, 3
0, 0, 0, 3, 3, 3
0, 0, 0, 0, 3, 3
0, 3, 1, 1, 1, 1
0, 0, 3, 3, 3, 3
0, 0, 0, 0, 0, 3
0, 3, 3, 1, 1, 1
0, 0, 0, 0, 3, 1
0, 3, 1, 1, 1, 1
0, 3, 1, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 3, 1, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 0, 0, 3, 3, 3
0, 0, 0, 3, 3, 3
0, 0, 3, 3, 3, 3
0, 0, 3, 3, 3, 3
0, 3, 1, 1, 1, 1
0, 0, 0, 0, 3, 1
0, 3, 3, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 3
0, 3, 3, 1, 1, 1
0, 3, 3, 3, 3, 3
0, 0, 0, 0, 0, 3
0, 0, 0, 3, 3, 3
0, 3, 1, 1, 1, 1
0, 3, 1, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 3, 1, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 3, 1, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 3, 1, 1, 1, 1
0, 0, 0, 0, 0, 3
0, 0, 0, 3, 3, 3
0, 0, 0, 3, 3, 3
0, 3, 1, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 3, 1, 1, 1, 1
0, 3, 1, 1, 1, 1
0, 3, 1, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 3, 3, 1, 1, 1
0, 3, 3, 1, 1, 1
