Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
FFI16_RS03975, WP_138814229.1, , 2490.0, 62, 4.91, 20.19, 103.062
FFI16_RS05060, WP_138814383.1, cadA, 1910.0, 57, 3.76, 24.20, 104.531
FFI16_RS02480, WP_138814012.1, , 802.3, 54, 1.58, 54.58, 141.126
FFI16_RS17740, WP_138816121.1, , 2071.0, 49, 4.08, 19.19, 79.6404
FFI16_RS06995, WP_138814670.1, , 1105.3, 44, 2.18, 32.28, 93.1851
FFI16_RS10540, WP_138815232.1, , 7770.0, 44, 15.31, 4.59, 20.1536
FFI16_RS15080, WP_138815628.1, , 413.7, 42, 0.82, 82.32, 127.139
FFI16_RS18050, WP_138816171.1, , 762.3, 40, 1.50, 42.55, 95.5006
FFI16_RS00080, WP_138813690.1, , 656.0, 37, 1.29, 45.74, 91.0818
FFI16_RS19545, WP_138816406.1, , 1797.0, 36, 3.54, 16.24, 53.6334
FFI16_RS23065, WP_138817451.1, , 1081.7, 36, 2.13, 26.99, 70.5376
FFI16_RS24910, WP_138817242.1, hutC, 667.7, 36, 1.32, 43.72, 87.1129
FFI16_RS15890, WP_138815496.1, mnmH, 850.3, 35, 1.68, 33.38, 75.6912
FFI16_RS08630, WP_138814921.1, , 2812.0, 34, 5.54, 9.80, 35.7289
FFI16_RS11770, WP_138817700.1, , 773.7, 34, 1.52, 35.63, 75.7142
FFI16_RS12400, WP_138817592.1, , 4879.7, 34, 9.62, 5.65, 20.9179
FFI16_RS18115, WP_138816182.1, , 788.7, 34, 1.55, 34.96, 75.09
FFI16_RS21895, WP_138816806.1, , 1379.3, 34, 2.72, 19.99, 57.2146
FFI16_RS23785, WP_138817072.1, , 3955.3, 34, 7.80, 6.97, 26.3045
FFI16_RS28605, WP_138813451.1, rsmD, 463.0, 34, 0.91, 59.55, 92.5774
FFI16_RS03415, WP_138814149.1, , 716.7, 33, 1.41, 37.34, 75.0249
FFI16_RS21560, WP_138816757.1, , 108.7, 33, 0.21, 246.18, 136.103
FFI16_RS17845, WP_138816138.1, , 1074.7, 32, 2.12, 24.14, 59.5912
FFI16_RS04830, WP_138814352.1, , 2048.3, 31, 4.04, 12.27, 38.733
FFI16_RS23845, WP_056860500.1, , 410.0, 31, 0.81, 61.31, 85.4794
FFI16_RS14820, WP_056861412.1, , 555.0, 30, 1.09, 43.83, 73.0235
FFI16_RS29600, WP_138813595.1, , 2952.3, 30, 5.82, 8.24, 27.4371
FFI16_RS00860, WP_138813806.1, carB, 2557.3, 29, 5.04, 9.20, 29.2074
FFI16_RS09995, WP_138815400.1, , 7911.0, 29, 15.59, 2.97, 6.49051
FFI16_RS17145, WP_017136240.1, gcl, 1450.7, 29, 2.86, 16.21, 43.5494
FFI16_RS29155, WP_138813532.1, , 829.7, 29, 1.64, 28.34, 58.5727
FFI16_RS13015, WP_138817486.1, , 1124.0, 28, 2.22, 20.20, 47.7536
FFI16_RS18550, WP_138816239.1, tusA, 293.3, 28, 0.58, 77.41, 83.7921
FFI16_RS22365, WP_138816863.1, , 1313.0, 28, 2.59, 17.29, 43.7604
FFI16_RS23510, WP_138817030.1, , 1263.7, 28, 2.49, 17.97, 44.7385
FFI16_RS25720, WP_138817351.1, , 846.7, 28, 1.67, 26.82, 55.1596
FFI16_RS30055, WP_138813650.1, , 226.7, 28, 0.45, 100.15, 90.8773
FFI16_RS01740, WP_138813922.1, , 175.7, 27, 0.35, 124.61, 93.5231
FFI16_RS07710, WP_138814776.1, , 1047.3, 27, 2.06, 20.91, 46.9769
FFI16_RS14000, WP_138815794.1, macB, 1482.3, 27, 2.92, 14.77, 38.4216
FFI16_RS14300, WP_138815749.1, , 786.0, 27, 1.55, 27.86, 54.2308
FFI16_RS15260, WP_017137728.1, , 659.7, 27, 1.30, 33.19, 58.7208
FFI16_RS02215, WP_026013894.1, trmD, 573.0, 26, 1.13, 36.79, 59.1848
FFI16_RS30070, WP_138813647.1, , 208.0, 26, 0.41, 101.36, 84.8398
FFI16_RS00015, WP_138813684.1, , 821.3, 25, 1.62, 24.68, 47.5163
FFI16_RS12760, WP_138817530.1, , 859.3, 25, 1.69, 23.59, 46.4574
FFI16_RS16870, WP_138816008.1, , 714.3, 25, 1.41, 28.38, 50.8036
FFI16_RS24025, WP_138817105.1, , 2106.0, 25, 4.15, 9.63, 26.3985
FFI16_RS03090, WP_138814096.1, , 3727.3, 24, 7.35, 5.22, 13.928
FFI16_RS10325, WP_138815196.1, , 3812.0, 24, 7.51, 5.11, 13.5466
FFI16_RS15305, WP_138817406.1, , 537.0, 24, 1.06, 36.24, 54.4371
FFI16_RS17170, WP_138816049.1, , 738.7, 24, 1.46, 26.35, 47.1645
FFI16_RS20590, WP_138451108.1, , 539.0, 24, 1.06, 36.11, 54.3516
FFI16_RS24040, WP_138817106.1, , 879.7, 24, 1.73, 22.12, 43.238
FFI16_RS05520, WP_138814454.1, , 733.3, 23, 1.45, 25.43, 44.5181
FFI16_RS10915, WP_138815293.1, , 2006.0, 23, 3.95, 9.30, 23.7642
FFI16_RS19945, WP_065928976.1, , 596.0, 23, 1.17, 31.29, 49.0276
FFI16_RS03480, WP_056859596.1, , 964.7, 22, 1.90, 18.49, 36.1493
FFI16_RS07950, WP_138814815.1, , 2494.3, 22, 4.92, 7.15, 18.1137
FFI16_RS12715, WP_138817538.1, , 2659.3, 22, 5.24, 6.71, 17.0121
FFI16_RS14545, WP_138815710.1, , 526.0, 22, 1.04, 33.92, 48.6679
FFI16_RS21860, WP_138816800.1, , 1226.3, 22, 2.42, 14.55, 31.3617
FFI16_RS26565, WP_138813176.1, , 1066.7, 22, 2.10, 16.72, 34.1297
FFI16_RS27830, WP_138813350.1, , 1004.3, 22, 1.98, 17.76, 35.3386
FFI16_RS08850, WP_138814948.1, , 443.0, 21, 0.87, 38.44, 49.0613
FFI16_RS09590, WP_138815072.1, , 313.3, 21, 0.62, 54.35, 56.0922
FFI16_RS13455, WP_065912055.1, , 597.0, 21, 1.18, 28.52, 43.0851
FFI16_RS19220, WP_138816352.1, , 597.3, 21, 1.18, 28.51, 43.0752
FFI16_RS19310, WP_138816367.1, , 1100.7, 21, 2.17, 15.47, 31.182
FFI16_RS28575, WP_138813446.1, , 1312.3, 21, 2.59, 12.98, 27.8855
FFI16_RS00090, WP_138813691.1, , 1017.3, 20, 2.01, 15.94, 30.3269
FFI16_RS06710, WP_138814622.1, gudD, 1003.0, 20, 1.98, 16.17, 30.5833
FFI16_RS07540, WP_138814748.1, , 4792.3, 20, 9.45, 3.38, 6.29819
FFI16_RS12140, WP_138817635.1, , 709.3, 20, 1.40, 22.86, 36.9636
FFI16_RS17010, WP_138816030.1, , 459.3, 20, 0.91, 35.31, 45.187
FFI16_RS24620, WP_138817198.1, gltB, 3489.0, 20, 6.88, 4.65, 10.2623
FFI16_RS28460, WP_138813430.1, , 1276.7, 20, 2.52, 12.70, 26.2687
FFI16_RS00605, WP_058421529.1, ettA, 1368.7, 19, 2.70, 11.26, 23.0381
FFI16_RS04235, WP_138814266.1, , 614.3, 19, 1.21, 25.08, 36.8542
FFI16_RS10260, WP_138815186.1, , 456.7, 19, 0.90, 33.74, 42.1926
FFI16_RS10945, WP_065931574.1, glgX, 1772.7, 19, 3.49, 8.69, 18.874
FFI16_RS14115, WP_099549122.1, , 1369.3, 19, 2.70, 11.25, 23.0309
FFI16_RS19765, WP_138816435.1, , 602.3, 19, 1.19, 25.58, 37.2066
FFI16_RS06200, WP_138814540.1, , 885.7, 18, 1.75, 16.48, 28.0163
FFI16_RS07640, WP_138814766.1, , 642.3, 18, 1.27, 22.72, 33.3475
FFI16_RS12075, WP_138817647.1, , 1112.0, 18, 2.19, 13.13, 24.3408
FFI16_RS17900, WP_138816147.1, , 3815.0, 18, 7.52, 3.83, 7.1148
FFI16_RS19415, WP_138816384.1, , 1065.3, 18, 2.10, 13.70, 25.0264
FFI16_RS21375, WP_138816730.1, , 1931.0, 18, 3.81, 7.56, 15.9224
FFI16_RS21520, WP_138816753.1, , 2934.0, 18, 5.78, 4.97, 10.2357
FFI16_RS24215, WP_138817130.1, cytX, 1022.0, 18, 2.01, 14.28, 25.6929
FFI16_RS27905, WP_138813362.1, ppk1, 1706.3, 18, 3.36, 8.55, 17.7343
FFI16_RS28235, WP_099488383.1, , 241.0, 18, 0.48, 60.56, 50.2446
FFI16_RS29530, WP_138813586.1, , 1458.0, 18, 2.87, 10.01, 20.1057
FFI16_RS00010, WP_138813683.1, , 480.0, 17, 0.95, 28.72, 35.3395
FFI16_RS08490, WP_138814898.1, , 891.7, 17, 1.76, 15.46, 25.5738
FFI16_RS15020, WP_138817408.1, , 956.0, 17, 1.88, 14.42, 24.5092
FFI16_RS16440, WP_138815951.1, , 763.7, 17, 1.51, 18.05, 27.971
FFI16_RS16470, WP_138815956.1, leuC, 1172.0, 17, 2.31, 11.76, 21.4455
FFI16_RS17130, WP_017136243.1, , 505.0, 17, 1.00, 27.30, 34.5228
FFI16_RS19855, WP_138816447.1, , 2403.7, 17, 4.74, 5.73, 11.4991
FFI16_RS23610, WP_138817042.1, purD, 1079.7, 17, 2.13, 12.77, 22.6694
FFI16_RS30010, WP_053258233.1, nusB, 20.7, 17, 0.04, 665.95, 87.9279
FFI16_RS00610, WP_138813767.1, , 1124.7, 16, 2.22, 11.54, 20.0131
FFI16_RS04595, WP_056861597.1, , 358.7, 16, 0.71, 36.17, 36.8841
FFI16_RS05300, WP_138814426.1, , 629.0, 16, 1.24, 20.63, 28.3975
FFI16_RS07910, WP_138814808.1, , 1140.7, 16, 2.25, 11.37, 19.8166
FFI16_RS15125, WP_138815619.1, , 810.7, 16, 1.60, 16.00, 24.6726
FFI16_RS17910, WP_138816149.1, , 1015.0, 16, 2.00, 12.78, 21.4532
FFI16_RS19085, WP_138816330.1, uca, 2842.0, 16, 5.60, 4.57, 8.31679
FFI16_RS23985, WP_138817102.1, , 805.0, 16, 1.59, 16.12, 24.775
FFI16_RS25795, WP_138817358.1, , 308.0, 16, 0.61, 42.12, 39.2284
FFI16_RS25910, WP_138817377.1, pgaA, 1975.3, 16, 3.89, 6.57, 12.5614
FFI16_RS26625, WP_138813186.1, , 788.7, 16, 1.55, 16.45, 25.0722
FFI16_RS27255, WP_138813271.1, , 156.7, 16, 0.31, 82.80, 49.7604
FFI16_RS00955, WP_138813814.1, , 547.3, 15, 1.08, 22.22, 27.7717
FFI16_RS02630, WP_138814037.1, , 115.3, 15, 0.23, 105.49, 50.3373
FFI16_RS02915, WP_138814071.1, gcvP, 2162.7, 15, 4.26, 5.62, 10.1107
FFI16_RS06560, WP_138814596.1, , 703.3, 15, 1.39, 17.29, 24.2968
FFI16_RS06850, WP_138814648.1, , 983.0, 15, 1.94, 12.37, 19.7878
FFI16_RS08285, WP_138814867.1, , 2789.3, 15, 5.50, 4.36, 7.42508
FFI16_RS10980, WP_138815304.1, , 875.7, 15, 1.73, 13.89, 21.3248
FFI16_RS15715, WP_138815525.1, , 628.3, 15, 1.24, 19.36, 25.8504
FFI16_RS16775, WP_138815998.1, , 979.0, 15, 1.93, 12.42, 19.8416
FFI16_RS27040, WP_058421089.1, , 766.3, 15, 1.51, 15.87, 23.1257
FFI16_RS29310, WP_101273317.1, soxG, 581.0, 15, 1.15, 20.94, 26.9374
FFI16_RS00165, WP_017136058.1, , 374.0, 14, 0.74, 30.35, 30.1475
FFI16_RS00275, WP_138813714.1, , 1668.3, 14, 3.29, 6.80, 11.5717
FFI16_RS02910, WP_138814070.1, , 1147.7, 14, 2.26, 9.89, 15.8635
FFI16_RS03475, WP_138814161.1, , 493.3, 14, 0.97, 23.01, 26.4901
FFI16_RS05280, WP_138814422.1, , 1121.7, 14, 2.21, 10.12, 16.137
FFI16_RS06245, WP_056861118.1, , 338.0, 14, 0.67, 33.59, 31.4984
FFI16_RS08730, WP_138814936.1, , 821.7, 14, 1.62, 13.82, 19.9471
FFI16_RS10135, WP_138815166.1, , 1039.7, 14, 2.05, 10.92, 17.0504
FFI16_RS22995, WP_138816955.1, , 996.3, 14, 1.96, 11.39, 17.5682
FFI16_RS24940, WP_138817246.1, , 2340.3, 14, 4.61, 4.85, 8.04392
FFI16_RS25465, WP_017135725.1, mgrA, 886.0, 14, 1.75, 12.81, 19.0097
FFI16_RS02405, WP_138815348.1, , 831.0, 13, 1.64, 12.69, 17.6523
FFI16_RS02800, WP_138814052.1, , 780.3, 13, 1.54, 13.51, 18.3787
FFI16_RS02935, WP_138814075.1, arcC, 802.3, 13, 1.58, 13.14, 18.0571
FFI16_RS03055, WP_138814091.1, , 238.7, 13, 0.47, 44.16, 32.7906
FFI16_RS03160, WP_056858630.1, , 758.3, 13, 1.49, 13.90, 18.7105
FFI16_RS03560, WP_138814174.1, , 853.3, 13, 1.68, 12.35, 17.3485
FFI16_RS05405, WP_056861477.1, speB, 816.7, 13, 1.61, 12.91, 17.852
FFI16_RS05410, WP_017134867.1, , 782.3, 13, 1.54, 13.48, 18.349
FFI16_RS07045, WP_138814677.1, , 848.0, 13, 1.67, 12.43, 17.4199
