Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
B4U62_RS19435, WP_010886627.1, , 526.0, 124, 0.31, 169.27, 621.333
B4U62_RS02515, WP_003246542.1, , 406.7, 111, 0.24, 195.97, 572.708
B4U62_RS19425, WP_003242882.1, , 1004.7, 105, 0.60, 75.04, 441.472
B4U62_RS01025, WP_003234986.1, , 1199.0, 74, 0.71, 44.31, 273.228
B4U62_RS20445, WP_003242519.1, , 722.3, 49, 0.43, 48.71, 186.342
B4U62_RS03535, WP_003234045.1, , 2055.0, 42, 1.22, 14.67, 110.498
B4U62_RS14040, WP_003246092.1, , 3689.3, 39, 2.20, 7.59, 78.0872
B4U62_RS19670, WP_003227757.1, , 1026.0, 38, 0.61, 26.59, 122.297
B4U62_RS09375, WP_003245436.1, , 358.7, 35, 0.21, 70.06, 146.381
B4U62_RS18220, WP_003243347.1, , 528.0, 32, 0.31, 43.52, 118.897
B4U62_RS19890, WP_003227667.1, , 427.3, 32, 0.25, 53.77, 125.61
B4U62_RS02075, WP_003246558.1, , 585.7, 30, 0.35, 36.78, 106.604
B4U62_RS01315, WP_003246382.1, , 782.0, 29, 0.47, 26.63, 93.8791
B4U62_RS13500, WP_004398935.1, pstC, 766.0, 28, 0.46, 26.25, 90.3163
B4U62_RS22025, WP_003244290.1, , 1618.7, 28, 0.96, 12.42, 69.8566
B4U62_RS08200, WP_003232245.1, , 1464.7, 26, 0.87, 12.75, 65.663
B4U62_RS13605, WP_003230068.1, , 384.7, 25, 0.23, 46.66, 95.0725
B4U62_RS16990, WP_009968069.1, , 898.7, 23, 0.54, 18.38, 66.5048
B4U62_RS04070, WP_003233803.1, , 383.7, 21, 0.23, 39.30, 76.6057
B4U62_RS12450, WP_003230542.1, , 612.7, 20, 0.36, 23.44, 62.8536
B4U62_RS12455, WP_004399008.1, ypdA, 865.7, 18, 0.52, 14.93, 48.8151
B4U62_RS04815, WP_003233541.1, , 275.0, 17, 0.16, 44.39, 64.4235
B4U62_RS04630, WP_010886447.1, , 935.0, 16, 0.56, 12.29, 40.5691
B4U62_RS20475, WP_003227428.1, , 1132.7, 16, 0.67, 10.14, 37.6106
B4U62_RS02480, WP_003246569.1, , 1408.0, 15, 0.84, 7.65, 31.3311
B4U62_RS17990, WP_010886613.1, , 955.0, 15, 0.57, 11.28, 36.9022
B4U62_RS22425, WP_020846146.1, , 1377.0, 15, 0.82, 7.82, 31.6478
B4U62_RS02485, WP_119122842.1, , 181.3, 14, 0.11, 55.45, 56.4596
B4U62_RS16140, WP_003229234.1, , 974.3, 14, 0.58, 10.32, 33.3576
B4U62_RS01080, WP_003234966.1, , 668.7, 13, 0.40, 13.96, 34.8955
B4U62_RS09170, WP_003245732.1, , 669.0, 12, 0.40, 12.88, 31.402
B4U62_RS02290, WP_010886406.1, , 1201.0, 11, 0.71, 6.58, 21.8467
B4U62_RS09525, WP_003245299.1, , 628.3, 11, 0.37, 12.57, 28.6621
B4U62_RS01230, WP_003234898.1, skfF, 1104.7, 9, 0.66, 5.85, 17.1636
B4U62_RS03305, WP_003242997.1, , 589.0, 9, 0.35, 10.97, 22.5488
B4U62_RS04095, WP_003243771.1, , 749.7, 9, 0.45, 8.62, 20.4633
B4U62_RS13310, WP_004398632.1, , 687.0, 9, 0.41, 9.41, 21.2159
B4U62_RS05070, WP_003244751.1, , 543.0, 8, 0.32, 10.58, 19.9258
B4U62_RS16075, WP_003229261.1, , 939.0, 8, 0.56, 6.12, 15.7527
B4U62_RS18120, WP_003243180.1, , 1541.3, 8, 0.92, 3.73, 12.1041
B4U62_RS18195, WP_003228375.1, , 1436.0, 8, 0.85, 4.00, 12.6151
B4U62_RS20345, WP_003227482.1, , 1086.0, 8, 0.65, 5.29, 14.6664
B4U62_RS17140, WP_003242894.1, , 1833.0, 7, 1.09, 2.74, 8.86125
B4U62_RS01355, WP_003246323.1, , 1766.0, 6, 1.05, 2.44, 7.17108
B4U62_RS13565, WP_003230077.1, , 782.0, 6, 0.47, 5.51, 11.5639
B4U62_RS00505, , , 80.0, 5, 0.05, 44.88, 20.0491
B4U62_RS02760, , , 167.0, 5, 0.10, 21.50, 16.4123
B4U62_RS04045, WP_009968837.1, , 803.7, 5, 0.48, 4.47, 8.8698
B4U62_RS09085, WP_009967251.1, rbfA, 289.3, 5, 0.17, 12.41, 13.7255
B4U62_RS12030, WP_003230720.1, , 583.0, 5, 0.35, 6.16, 10.3666
B4U62_RS20540, WP_010886637.1, qoxA, 857.0, 5, 0.51, 4.19, 8.57486
B4U62_RS01515, WP_003246338.1, , 617.3, 4, 0.37, 4.65, 7.47443
B4U62_RS01705, WP_003234730.1, , 604.0, 4, 0.36, 4.76, 7.5553
B4U62_RS04715, WP_003243057.1, , 763.3, 4, 0.45, 3.76, 6.6938
B4U62_RS05305, WP_003244816.1, , 878.0, 4, 0.52, 3.27, 6.18751
B4U62_RS11410, WP_004399486.1, , 510.3, 4, 0.30, 5.63, 8.18549
B4U62_RS12100, WP_003230690.1, , 243.0, 4, 0.14, 11.82, 11.0269
B4U62_RS13095, WP_010886565.1, , 495.0, 4, 0.29, 5.80, 8.30004
B4U62_RS14390, WP_003229873.1, , 834.0, 4, 0.50, 3.44, 6.37258
B4U62_RS00375, WP_003218379.1, , 265.3, 3, 0.16, 8.12, 7.44639
B4U62_RS00510, , , 112.0, 3, 0.07, 19.23, 9.96542
B4U62_RS00515, , , 89.0, 3, 0.05, 24.20, 10.6448
B4U62_RS00985, , , 84.0, 3, 0.05, 25.64, 10.816
B4U62_RS05145, WP_003224086.1, , 162.3, 3, 0.10, 13.27, 8.87494
B4U62_RS10525, WP_003231245.1, , 268.0, 3, 0.16, 8.04, 7.41721
B4U62_RS19580, WP_003227794.1, , 397.0, 3, 0.24, 5.43, 6.29538
