Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
FFJ24_RS12850, WP_138821870.1, , 455.7, 31, 0.03, 60.31, 184.063
FFJ24_RS04715, WP_138823024.1, , 665.0, 18, 0.05, 24.00, 91.1505
FFJ24_RS15075, WP_138818002.1, , 1783.7, 11, 0.13, 5.47, 40.2004
FFJ24_RS15120, WP_145315344.1, , 6463.3, 11, 0.47, 1.51, 26.3466
FFJ24_RS17980, WP_145315349.1, , 825.7, 10, 0.06, 10.74, 43.3883
FFJ24_RS25885, WP_121287812.1, , 376.0, 10, 0.03, 23.58, 51.2253
FFJ24_RS17985, , , 133.0, 9, 0.01, 59.99, 54.6503
FFJ24_RS04410, , , 185.0, 8, 0.01, 38.34, 45.1673
FFJ24_RS06445, WP_138823632.1, , 1884.0, 8, 0.14, 3.76, 26.7096
FFJ24_RS24735, WP_138819760.1, , 518.0, 8, 0.04, 13.69, 36.9517
FFJ24_RS24015, WP_138819634.1, , 1359.0, 7, 0.10, 4.57, 24.8837
FFJ24_RS04430, WP_138822925.1, , 924.3, 6, 0.07, 5.75, 22.8973
FFJ24_RS12165, , , 124.0, 6, 0.01, 42.90, 34.9005
FFJ24_RS03355, WP_138823969.1, , 2608.7, 5, 0.19, 1.70, 13.3067
FFJ24_RS14935, WP_138817991.1, , 1462.0, 5, 0.11, 3.03, 16.1334
FFJ24_RS07250, WP_138823924.1, , 1513.3, 4, 0.11, 2.34, 12.1337
FFJ24_RS15345, WP_138818049.1, , 1230.7, 4, 0.09, 2.88, 12.9443
FFJ24_RS18300, WP_138818598.1, , 968.0, 4, 0.07, 3.66, 13.8897
FFJ24_RS24040, WP_138819639.1, metH, 2984.3, 4, 0.21, 1.19, 9.50165
FFJ24_RS04435, WP_138823996.1, , 1144.3, 3, 0.08, 2.32, 9.34341
FFJ24_RS12170, , , 174.0, 3, 0.01, 15.28, 14.9416
FFJ24_RS14260, WP_138822194.1, , 1073.7, 3, 0.08, 2.48, 9.53066
FFJ24_RS19155, WP_138818783.1, , 5151.3, 3, 0.37, 0.52, 5.04383
FFJ24_RS21575, WP_138819216.1, , 1557.0, 3, 0.11, 1.71, 8.44167
