Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
CCNA_03722, YP_002519095.1, gltB, 3502.3, 11, 6.79, 2.30, 2.47668
CCNA_01966, YP_002517339.1, , 2099.0, 10, 4.07, 3.49, 4.70439
CCNA_03651, YP_002519024.1, , 2165.0, 10, 4.19, 3.38, 4.50624
CCNA_00377, YP_002515752.1, smc, 2561.0, 9, 4.96, 2.57, 2.72348
CCNA_01042, YP_002516415.1, , 1877.3, 9, 3.64, 3.51, 4.38988
CCNA_02967, YP_002518340.2, , 1772.0, 9, 3.43, 3.72, 4.73337
CCNA_03665, YP_002519038.1, , 2379.3, 9, 4.61, 2.77, 3.08841
CCNA_01920, YP_002517293.1, mfd, 2599.0, 8, 5.04, 2.25, 1.98685
CCNA_02365, YP_002517738.1, , 1769.3, 8, 3.43, 3.31, 3.72694
CCNA_02861, YP_002518234.1, , 1839.3, 8, 3.56, 3.19, 3.53102
CCNA_00083, YP_002515458.1, , 1311.3, 7, 2.54, 3.91, 4.17644
CCNA_00580, YP_002515953.1, , 2237.3, 7, 4.33, 2.29, 1.90788
CCNA_00644, YP_002516017.2, , 1163.3, 7, 2.25, 4.41, 4.77389
CCNA_00773, YP_002516146.4, , 1201.7, 7, 2.33, 4.27, 4.60919
CCNA_01399, YP_002516772.1, , 1154.3, 7, 2.24, 4.44, 4.81357
CCNA_01780, YP_002517153.1, ppx1, 1180.0, 7, 2.29, 4.34, 4.70137
CCNA_01923, YP_002517296.1, , 1173.7, 7, 2.27, 4.37, 4.72856
CCNA_02567, YP_002517940.1, pleC, 1979.3, 7, 3.83, 2.59, 2.36234
CCNA_03083, YP_002518456.1, , 1349.7, 7, 2.62, 3.80, 4.03665
CCNA_03241, YP_002518614.1, , 1131.0, 7, 2.19, 4.53, 4.91825
CCNA_00115, YP_002515490.2, , 2581.7, 6, 5.00, 1.70, 0.956015
CCNA_01059, YP_002516432.2, rsaA, 2300.7, 6, 4.46, 1.91, 1.23834
CCNA_01261, YP_002516634.1, , 920.3, 6, 1.78, 4.77, 4.61064
CCNA_01296, YP_002516669.2, stpX, 1553.7, 6, 3.01, 2.83, 2.46549
CCNA_01463, YP_002516836.1, , 916.7, 6, 1.78, 4.79, 4.62839
CCNA_01777, YP_002517150.2, , 1340.0, 6, 2.60, 3.28, 3.0207
CCNA_01846, YP_002517219.1, , 976.7, 6, 1.89, 4.50, 4.34386
CCNA_02106, YP_002517479.1, , 2158.7, 6, 4.18, 2.04, 1.41051
CCNA_02673, YP_002518046.1, , 2293.3, 6, 4.44, 1.92, 1.24677
CCNA_02807, YP_002518180.1, , 898.7, 6, 1.74, 4.89, 4.71857
CCNA_02852, YP_002518225.1, , 1120.0, 6, 2.17, 3.92, 3.75025
CCNA_02925, YP_002518298.1, , 973.3, 6, 1.89, 4.51, 4.35936
CCNA_03062, YP_002518435.1, , 893.0, 6, 1.73, 4.92, 4.74762
CCNA_03171, YP_002518544.1, , 1971.0, 6, 3.82, 2.23, 1.67533
CCNA_03222, YP_002518595.1, , 988.3, 6, 1.91, 4.45, 4.29152
CCNA_03247, YP_002518620.1, , 1476.7, 6, 2.86, 2.98, 2.65109
