Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
FFI16_RS26040, WP_144298328.1, , 13887.3, 42, 27.37, 2.45, 5.18653
FFI16_RS09720, WP_138815096.1, , 9282.3, 19, 18.30, 1.66, 0.764878
FFI16_RS09990, WP_138815143.1, , 5887.3, 19, 11.60, 2.62, 3.56614
FFI16_RS14085, WP_144298325.1, , 5645.0, 18, 11.13, 2.59, 3.34405
FFI16_RS20990, WP_138816670.1, , 4062.7, 16, 8.01, 3.19, 4.7915
FFI16_RS25885, WP_138817372.1, , 7829.0, 16, 15.43, 1.66, 0.742393
FFI16_RS05420, WP_138814444.1, , 4568.0, 15, 9.00, 2.66, 3.18009
FFI16_RS20980, WP_138816668.1, , 3763.7, 15, 7.42, 3.23, 4.67036
FFI16_RS14010, WP_138815792.1, , 8498.3, 14, 16.75, 1.34, 0.245652
FFI16_RS14015, WP_138815791.1, , 9752.3, 14, 19.22, 1.16, 0.0946331
FFI16_RS27125, WP_138813253.1, , 3626.0, 13, 7.15, 2.91, 3.4713
FFI16_RS03665, WP_138814189.1, , 3902.3, 12, 7.69, 2.49, 2.39747
FFI16_RS23975, WP_138817100.1, , 2587.3, 12, 5.10, 3.76, 5.06335
FFI16_RS06050, WP_138814518.1, , 9795.7, 11, 19.31, 0.91, 0.015738
FFI16_RS08395, WP_138814881.1, , 2263.0, 11, 4.46, 3.94, 5.07266
FFI16_RS22330, WP_138816856.1, , 2851.3, 11, 5.62, 3.13, 3.54588
FFI16_RS12495, WP_138817574.1, , 2721.3, 10, 5.36, 2.98, 3.05734
FFI16_RS16615, WP_138815979.1, , 2077.7, 10, 4.10, 3.90, 4.65982
FFI16_RS18490, WP_056857285.1, topA, 2131.7, 10, 4.20, 3.80, 4.49597
FFI16_RS20975, WP_138816667.1, , 2439.0, 10, 4.81, 3.32, 3.67436
FFI16_RS12790, WP_138817524.1, , 3404.7, 9, 6.71, 2.14, 1.45225
FFI16_RS14935, WP_138817409.1, , 3678.7, 9, 7.25, 1.98, 1.19028
FFI16_RS15295, WP_138815596.1, , 1710.0, 9, 3.37, 4.27, 4.84543
FFI16_RS20660, WP_138816585.1, , 3187.0, 9, 6.28, 2.29, 1.6974
FFI16_RS21045, WP_138816680.1, , 1925.3, 9, 3.79, 3.79, 4.14402
FFI16_RS22450, WP_138816871.1, , 1843.7, 9, 3.63, 3.96, 4.39539
FFI16_RS27305, WP_138813278.1, , 3357.0, 9, 6.62, 2.17, 1.50295
FFI16_RS28780, WP_138813472.1, , 4480.7, 9, 8.83, 1.63, 0.650187
FFI16_RS02870, WP_138814065.1, , 3861.0, 8, 7.61, 1.68, 0.710453
FFI16_RS06795, WP_138815377.1, , 2250.7, 8, 4.44, 2.88, 2.50812
FFI16_RS08875, WP_138814951.1, clpA, 1749.7, 8, 3.45, 3.71, 3.69648
FFI16_RS11225, WP_138817826.1, , 1803.7, 8, 3.56, 3.60, 3.54314
FFI16_RS12705, WP_138817540.1, ggt, 1407.7, 8, 2.77, 4.61, 4.86331
FFI16_RS13025, WP_138817484.1, , 2302.3, 8, 4.54, 2.82, 2.41087
FFI16_RS13050, WP_138817766.1, , 4671.3, 8, 9.21, 1.39, 0.356958
FFI16_RS13230, WP_138815933.1, , 1336.0, 8, 2.63, 4.86, 5.16051
FFI16_RS15325, WP_138815592.1, , 1672.3, 8, 3.30, 3.88, 3.92936
FFI16_RS17865, WP_138816141.1, , 1398.7, 8, 2.76, 4.64, 4.89945
FFI16_RS20140, WP_138816486.1, , 2068.0, 8, 4.08, 3.14, 2.88614
FFI16_RS21215, WP_138816705.1, , 2298.0, 8, 4.53, 2.82, 2.41883
FFI16_RS23715, WP_138817060.1, , 4596.0, 8, 9.06, 1.41, 0.381349
FFI16_RS03620, WP_017134657.1, , 1084.0, 7, 2.14, 5.24, 5.04927
FFI16_RS04520, WP_138814310.1, , 1261.0, 7, 2.49, 4.50, 4.28408
FFI16_RS07715, WP_138814777.1, macB, 1466.0, 7, 2.89, 3.87, 3.56694
FFI16_RS08520, WP_138814904.1, , 2538.0, 7, 5.00, 2.24, 1.43477
FFI16_RS10175, WP_138815174.1, , 4029.7, 7, 7.94, 1.41, 0.386307
FFI16_RS11775, WP_138817699.1, , 1141.7, 7, 2.25, 4.97, 4.78217
FFI16_RS12145, WP_138817634.1, , 1239.7, 7, 2.44, 4.58, 4.36812
FFI16_RS12795, WP_138817523.1, , 2664.3, 7, 5.25, 2.13, 1.28947
FFI16_RS13120, WP_138817469.1, , 1320.7, 7, 2.60, 4.30, 4.05882
FFI16_RS14040, WP_138815787.1, , 4552.0, 7, 8.97, 1.25, 0.234887
FFI16_RS21200, WP_056858890.1, , 1222.3, 7, 2.41, 4.64, 4.43828
FFI16_RS24670, WP_138817205.1, , 1060.3, 7, 2.09, 5.35, 5.16455
FFI16_RS26760, WP_138813202.1, , 1950.3, 7, 3.84, 2.91, 2.35318
FFI16_RS27655, WP_138813323.1, rep, 1654.0, 7, 3.26, 3.43, 3.02896
FFI16_RS29450, WP_138813574.1, , 1769.3, 7, 3.49, 3.21, 2.74398
FFI16_RS30095, WP_138813643.1, , 1451.0, 7, 2.86, 3.91, 3.61436
FFI16_RS30325, WP_083356524.1, rpoC, 3105.7, 7, 6.12, 1.83, 0.883864
FFI16_RS30400, , , 1484.0, 7, 2.92, 3.82, 3.51099
FFI16_RS00705, WP_138813783.1, , 1376.7, 6, 2.71, 3.53, 2.85039
FFI16_RS00930, WP_138813812.1, infB, 1925.3, 6, 3.79, 2.53, 1.69459
FFI16_RS02065, WP_138813955.1, , 2699.7, 6, 5.32, 1.80, 0.820525
FFI16_RS02285, WP_017139740.1, mprF, 2043.0, 6, 4.03, 2.38, 1.51837
FFI16_RS02440, WP_138814006.1, , 2057.3, 6, 4.05, 2.36, 1.49827
FFI16_RS03025, WP_138814086.1, , 1030.0, 6, 2.03, 4.72, 4.03554
FFI16_RS03080, WP_138814094.1, , 1664.3, 6, 3.28, 2.92, 2.16481
FFI16_RS03450, WP_138814156.1, , 1296.3, 6, 2.56, 3.75, 3.08352
FFI16_RS05630, WP_138815370.1, , 1741.7, 6, 3.43, 2.79, 2.01255
FFI16_RS06265, WP_138814549.1, , 820.0, 6, 1.62, 5.93, 5.06221
FFI16_RS06340, WP_094953533.1, , 995.0, 6, 1.96, 4.89, 4.18632
FFI16_RS08060, WP_138814829.1, aceE, 2134.0, 6, 4.21, 2.28, 1.39489
FFI16_RS08675, WP_138814926.1, , 1088.7, 6, 2.15, 4.47, 3.79778
FFI16_RS08830, WP_017137512.1, , 974.3, 6, 1.92, 4.99, 4.2789
FFI16_RS08860, WP_056861702.1, , 1065.3, 6, 2.10, 4.57, 3.8904
FFI16_RS09910, WP_138815129.1, urtA, 1024.3, 6, 2.02, 4.75, 4.05962
FFI16_RS11005, WP_138815309.1, , 1604.3, 6, 3.16, 3.03, 2.29131
FFI16_RS12965, WP_138817494.1, treS, 2666.0, 6, 5.25, 1.82, 0.847141
FFI16_RS13170, WP_138815944.1, , 2322.7, 6, 4.58, 2.09, 1.1697
FFI16_RS13365, WP_138815907.1, tssF, 1336.7, 6, 2.63, 3.64, 2.96373
FFI16_RS13880, WP_138815814.1, , 2323.0, 6, 4.58, 2.09, 1.16937
FFI16_RS13950, WP_138815802.1, , 933.3, 6, 1.84, 5.21, 4.4703
FFI16_RS14100, WP_138815776.1, , 5553.3, 6, 10.95, 0.88, 0.0395284
FFI16_RS14430, WP_138815730.1, , 2134.0, 6, 4.21, 2.28, 1.39489
FFI16_RS15635, WP_138815540.1, , 1231.0, 6, 2.43, 3.95, 3.28932
FFI16_RS16435, WP_138815950.1, , 1060.0, 6, 2.09, 4.59, 3.91176
FFI16_RS16980, WP_138816025.1, , 1335.0, 6, 2.63, 3.64, 2.96866
FFI16_RS17875, WP_138816143.1, , 1669.0, 6, 3.29, 2.92, 2.15522
FFI16_RS18425, WP_003189670.1, , 1177.3, 6, 2.32, 4.13, 3.47088
FFI16_RS18960, WP_138816307.1, , 1184.3, 6, 2.33, 4.11, 3.44654
FFI16_RS19445, WP_124385515.1, , 1075.7, 6, 2.12, 4.52, 3.84889
FFI16_RS20985, WP_138816669.1, , 4825.0, 6, 9.51, 1.01, 0.0921605
FFI16_RS21740, WP_138816785.1, ftsA, 964.7, 6, 1.90, 5.04, 4.32274
FFI16_RS22350, WP_138816860.1, , 1368.7, 6, 2.70, 3.55, 2.87265
FFI16_RS23265, WP_138816989.1, , 1124.3, 6, 2.22, 4.33, 3.66207
FFI16_RS23310, WP_138816996.1, , 1134.3, 6, 2.24, 4.29, 3.62503
FFI16_RS24795, WP_138817220.1, , 1549.7, 6, 3.05, 3.14, 2.41341
FFI16_RS26660, WP_056860960.1, trkA, 1060.3, 6, 2.09, 4.59, 3.91055
FFI16_RS28375, WP_065912277.1, , 795.0, 6, 1.57, 6.12, 5.20711
FFI16_RS00560, WP_138813761.1, , 1282.0, 5, 2.53, 3.16, 2.18537
FFI16_RS00590, WP_138813765.1, , 823.0, 5, 1.62, 4.93, 3.69195
FFI16_RS00630, WP_138813770.1, , 1533.3, 5, 3.02, 2.64, 1.66881
FFI16_RS00650, WP_138813773.1, , 1506.7, 5, 2.97, 2.69, 1.71661
FFI16_RS00665, WP_138813775.1, , 888.3, 5, 1.75, 4.56, 3.41248
FFI16_RS00840, WP_138813802.1, dnaK, 1564.3, 5, 3.08, 2.59, 1.61488
FFI16_RS02525, WP_138814021.1, , 798.0, 5, 1.57, 5.08, 3.80691
