Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
FFJ24_RS12850, WP_138821870.1, , 455.7, 151, 0.15, 293.75, -891.77
FFJ24_RS10125, WP_138821388.1, traG, 1936.7, 4, 0.64, 1.83, 5.44954
FFJ24_RS20065, WP_138818936.1, , 2077.7, 4, 0.69, 1.71, 5.20505
FFJ24_RS24460, WP_138819712.1, , 2842.0, 4, 0.94, 1.25, 4.14934
FFJ24_RS00585, WP_057935221.1, recA, 890.3, 3, 0.30, 2.99, 5.66527
FFJ24_RS01295, WP_138820441.1, , 1580.0, 3, 0.53, 1.68, 4.11267
FFJ24_RS02330, WP_138820845.1, , 1031.0, 3, 0.34, 2.58, 5.25959
FFJ24_RS04470, WP_138822939.1, , 1203.7, 3, 0.40, 2.21, 4.8372
FFJ24_RS06200, WP_138823541.1, , 1136.3, 3, 0.38, 2.34, 4.99361
FFJ24_RS06940, WP_138823810.1, , 2518.3, 3, 0.84, 1.06, 2.93966
FFJ24_RS07370, WP_138820848.1, , 1123.7, 3, 0.37, 2.37, 5.02398
FFJ24_RS07475, WP_138820865.1, , 1005.3, 3, 0.33, 2.65, 5.32903
FFJ24_RS09430, WP_138821260.1, nirB, 2081.0, 3, 0.69, 1.28, 3.40729
FFJ24_RS14260, WP_138822194.1, , 1073.7, 3, 0.36, 2.48, 5.1483
FFJ24_RS15250, WP_138818033.1, , 1075.7, 3, 0.36, 2.47, 5.14321
FFJ24_RS20415, WP_138818998.1, , 1064.0, 3, 0.35, 2.50, 5.17315
FFJ24_RS20545, WP_138819022.1, pelA, 904.3, 3, 0.30, 2.94, 5.6219
