Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
FFI16_RS11770, WP_138817700.1, , 773.7, 45, 0.87, 47.16, 136.358
FFI16_RS21520, WP_138816753.1, , 2934.0, 35, 3.29, 9.67, 53.645
FFI16_RS09930, WP_138815132.1, urtE, 536.7, 34, 0.60, 51.37, 106.426
FFI16_RS17845, WP_138816138.1, , 1074.7, 34, 1.21, 25.65, 83.4031
FFI16_RS00705, WP_138813783.1, , 1376.7, 32, 1.54, 18.85, 69.1547
FFI16_RS30055, WP_138813650.1, , 226.7, 29, 0.25, 103.73, 111.217
FFI16_RS12400, WP_138817592.1, , 4879.7, 28, 5.47, 4.65, 25.562
FFI16_RS23510, WP_138817030.1, , 1263.7, 28, 1.42, 17.97, 59.4931
FFI16_RS03055, WP_138814091.1, , 238.7, 25, 0.27, 84.93, 91.208
FFI16_RS24910, WP_138817242.1, hutC, 667.7, 24, 0.75, 29.15, 62.4452
FFI16_RS27830, WP_138813350.1, , 1004.3, 24, 1.13, 19.38, 53.0101
FFI16_RS09995, WP_138815400.1, , 7911.0, 23, 8.87, 2.36, 9.82253
FFI16_RS11185, WP_138817791.1, , 564.7, 22, 0.63, 31.59, 59.1261
FFI16_RS21005, WP_138816673.1, , 964.7, 22, 1.08, 18.49, 47.773
FFI16_RS02630, WP_138814037.1, , 115.3, 21, 0.13, 147.69, 88.4602
FFI16_RS16870, WP_138816008.1, , 714.3, 21, 0.80, 23.84, 50.8017
FFI16_RS18115, WP_138816182.1, , 788.7, 21, 0.88, 21.59, 48.8005
FFI16_RS19765, WP_138816435.1, , 602.3, 21, 0.68, 28.27, 54.2635
FFI16_RS25795, WP_138817358.1, , 308.0, 21, 0.35, 55.29, 68.0326
FFI16_RS00610, WP_138813767.1, , 1124.7, 20, 1.26, 14.42, 38.8916
FFI16_RS04490, WP_138814305.1, , 965.3, 18, 1.08, 15.12, 35.9913
FFI16_RS13455, WP_065912055.1, , 597.0, 18, 0.67, 24.45, 44.2503
FFI16_RS14300, WP_138815749.1, , 786.0, 18, 0.88, 18.57, 39.5
FFI16_RS18795, WP_138816279.1, , 777.0, 18, 0.87, 18.79, 39.6977
FFI16_RS07045, WP_138814677.1, , 848.0, 17, 0.95, 16.26, 35.2556
FFI16_RS11305, WP_017138846.1, , 313.7, 17, 0.35, 43.94, 51.5963
FFI16_RS16455, WP_138817420.1, , 1082.3, 17, 1.21, 12.74, 31.3555
FFI16_RS20030, WP_138816467.1, , 616.0, 17, 0.69, 22.38, 40.4442
FFI16_RS21375, WP_138816730.1, , 1931.0, 17, 2.17, 7.14, 22.4075
FFI16_RS26105, , rrf, 217.0, 17, 0.24, 63.53, 57.7591
FFI16_RS06850, WP_138814648.1, , 983.0, 16, 1.10, 13.20, 30.1472
FFI16_RS16470, WP_138815956.1, leuC, 1172.0, 16, 1.31, 11.07, 27.5321
FFI16_RS15080, WP_138815628.1, , 413.7, 15, 0.46, 29.40, 39.8531
FFI16_RS23845, WP_056860500.1, , 410.0, 15, 0.46, 29.67, 39.984
FFI16_RS23975, WP_138817100.1, , 2587.3, 15, 2.90, 4.70, 14.6244
FFI16_RS26565, WP_138813176.1, , 1066.7, 15, 1.20, 11.40, 26.3297
FFI16_RS00050, WP_056861956.1, , 147.0, 14, 0.16, 77.23, 50.5822
FFI16_RS02305, WP_138813985.1, , 748.0, 14, 0.84, 15.18, 28.4324
FFI16_RS02470, WP_138814011.1, , 660.0, 14, 0.74, 17.20, 30.0929
FFI16_RS03475, WP_138814161.1, , 493.3, 14, 0.55, 23.01, 33.9946
FFI16_RS03600, WP_138814180.1, , 648.0, 14, 0.73, 17.52, 30.3372
FFI16_RS03975, WP_138814229.1, , 2490.0, 14, 2.79, 4.56, 13.4036
FFI16_RS06995, WP_138814670.1, , 1105.3, 14, 1.24, 10.27, 23.3381
FFI16_RS12380, WP_138817596.1, , 1671.7, 14, 1.87, 6.79, 18.1347
FFI16_RS15535, WP_138815555.1, , 609.7, 14, 0.68, 18.62, 31.1502
FFI16_RS19085, WP_138816330.1, uca, 2842.0, 14, 3.19, 3.99, 11.9155
FFI16_RS19490, WP_138816395.1, , 1207.3, 14, 1.35, 9.40, 22.2085
