Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
DR_0183, NP_293907.1, , 2979.0, 9, 3.92, 2.06, 3.96402
DR_0507, NP_294230.1, , 3161.0, 9, 4.16, 1.94, 3.63514
DR_0686, NP_294409.1, , 2303.3, 6, 3.03, 1.78, 2.44412
DR_0937, NP_294661.1, , 1409.0, 6, 1.85, 2.91, 4.43879
DR_1461, NP_295184.1, , 4059.7, 6, 5.34, 1.01, 0.814037
DR_2545, NP_296265.1, , 1179.0, 6, 1.55, 3.47, 5.25791
DR_2565, NP_296285.1, , 2607.0, 6, 3.43, 1.57, 2.01761
DR_A0206, NP_285529.1, , 1430.3, 6, 1.88, 2.86, 4.37184
DR_C0017, NP_277100.1, , 1436.3, 6, 1.89, 2.85, 4.35322
DR_0093, NP_293819.1, , 1168.3, 5, 1.54, 2.92, 3.89592
DR_0379, NP_294102.1, , 1275.3, 5, 1.68, 2.67, 3.56987
DR_1417, NP_295140.1, , 2320.3, 5, 3.05, 1.47, 1.64338
DR_1602, NP_295325.1, , 894.3, 5, 1.18, 3.81, 4.94289
DR_1829, NP_295552.1, , 1212.7, 5, 1.59, 2.81, 3.756
DR_2015, NP_295738.1, , 941.7, 5, 1.24, 3.62, 4.73495
DR_2196, NP_295918.1, , 1129.7, 5, 1.49, 3.02, 4.02334
DR_0108, NP_293834.1, , 1302.3, 4, 1.71, 2.10, 2.35357
DR_0115, NP_293841.1, , 541.3, 4, 0.71, 5.04, 5.10081
DR_0329, NP_294052.1, , 653.0, 4, 0.86, 4.18, 4.4646
DR_0620, NP_294343.1, , 2135.7, 4, 2.81, 1.28, 1.1717
DR_0646, NP_294369.1, era, 708.7, 4, 0.93, 3.85, 4.19388
DR_0695, NP_294418.1, , 1534.7, 4, 2.02, 1.78, 1.92344
DR_0714, NP_294437.1, , 573.7, 4, 0.75, 4.76, 4.90147
DR_0759, NP_294483.1, , 864.3, 4, 1.14, 3.16, 3.55743
DR_0771, NP_294495.1, , 531.7, 4, 0.70, 5.13, 5.16254
DR_0917, NP_294641.1, , 1148.7, 4, 1.51, 2.38, 2.70394
DR_1229, NP_294953.1, , 741.7, 4, 0.98, 3.68, 4.04534
DR_1304, NP_295028.1, , 694.3, 4, 0.91, 3.93, 4.26135
DR_1305, NP_295029.1, , 833.7, 4, 1.10, 3.27, 3.67075
DR_1361, NP_295084.1, , 654.7, 4, 0.86, 4.17, 4.45593
DR_1414, NP_295137.1, , 1150.7, 4, 1.51, 2.37, 2.69897
DR_1462, NP_295185.1, , 3082.0, 4, 4.05, 0.89, 0.550512
DR_1503, NP_295226.1, , 910.0, 4, 1.20, 3.00, 3.39734
DR_1565, NP_295288.1, , 724.3, 4, 0.95, 3.77, 4.12263
DR_1702, NP_295425.1, , 525.7, 4, 0.69, 5.19, 5.20178
DR_1831, NP_295554.1, , 739.3, 4, 0.97, 3.69, 4.05587
DR_2227, NP_295949.1, , 1020.3, 4, 1.34, 2.67, 3.05026
DR_2255, NP_295976.1, , 768.3, 4, 1.01, 3.55, 3.93137
DR_2289, NP_296010.1, gmk, 614.3, 4, 0.81, 4.44, 4.66948
DR_2412, NP_296133.1, , 1385.0, 4, 1.82, 1.97, 2.18834
DR_2546, NP_296266.1, , 1581.3, 4, 2.08, 1.73, 1.84884
DR_A0136, NP_285460.1, , 919.0, 4, 1.21, 2.97, 3.36702
DR_A0240, NP_285563.1, , 826.7, 4, 1.09, 3.30, 3.6974
DR_A0305, NP_285628.1, , 605.3, 4, 0.80, 4.51, 4.71932
DR_A0346, NP_285669.1, , 519.3, 4, 0.68, 5.26, 5.24421
DR_B0051, NP_051590.1, , 1437.7, 4, 1.89, 1.90, 2.0904
DR_B0090, NP_051623.1, , 856.7, 4, 1.13, 3.19, 3.5851
DR_0067, NP_293793.1, , 498.3, 3, 0.66, 4.11, 3.54343
DR_0139, NP_293865.1, , 997.0, 3, 1.31, 2.05, 1.92833
DR_0143, NP_293867.1, , 1100.7, 3, 1.45, 1.86, 1.72588
DR_0145, NP_293869.1, , 691.7, 3, 0.91, 2.96, 2.74234
DR_0148, NP_293872.1, valS, 1170.0, 3, 1.54, 1.75, 1.60531
DR_0197, NP_293921.1, , 454.3, 3, 0.60, 4.51, 3.7788
DR_0201, NP_293925.1, , 372.7, 3, 0.49, 5.49, 4.29457
DR_0294, NP_294017.1, , 369.0, 3, 0.49, 5.55, 4.32095
DR_0436, NP_294159.1, , 1000.3, 3, 1.32, 2.05, 1.92143
DR_0516, NP_294239.1, , 422.3, 3, 0.56, 4.85, 3.96732
DR_0585, NP_294308.1, , 840.0, 3, 1.10, 2.44, 2.29784
DR_0621, NP_294344.1, , 795.3, 3, 1.05, 2.57, 2.42039
DR_0635, NP_294358.1, pfkA, 752.3, 3, 0.99, 2.72, 2.54708
DR_0739, NP_294462.1, , 964.0, 3, 1.27, 2.12, 1.99909
DR_0809, NP_294533.1, ubiA, 735.0, 3, 0.97, 2.78, 2.60072
DR_0835, NP_294559.1, , 730.7, 3, 0.96, 2.80, 2.6143
DR_0912, NP_294636.1, rpoB, 2796.0, 3, 3.68, 0.73, 0.341777
DR_0949, NP_294673.1, , 442.0, 3, 0.58, 4.63, 3.84939
DR_1093, NP_294817.2, , 856.3, 3, 1.13, 2.39, 2.25528
DR_1183, NP_294907.1, , 553.7, 3, 0.73, 3.70, 3.27979
DR_1203, NP_294927.1, , 579.3, 3, 0.76, 3.53, 3.16845
DR_1219, NP_294943.1, , 1630.0, 3, 2.14, 1.26, 1.01613
DR_1230, NP_294954.1, , 565.7, 3, 0.74, 3.62, 3.22684
DR_1239, NP_294963.1, , 421.3, 3, 0.55, 4.86, 3.97348
DR_1356, NP_295079.1, , 802.7, 3, 1.06, 2.55, 2.39949
DR_1501, NP_295224.1, , 459.3, 3, 0.60, 4.46, 3.75074
DR_1863, NP_295586.1, , 923.3, 3, 1.21, 2.22, 2.09111
DR_1939, NP_295662.1, ppk, 961.7, 3, 1.26, 2.13, 2.00414
DR_1963, NP_295686.1, , 1009.7, 3, 1.33, 2.03, 1.90196
DR_2036, NP_295759.1, , 1333.7, 3, 1.75, 1.53, 1.3588
DR_2155, NP_295878.1, , 732.3, 3, 0.96, 2.79, 2.60924
DR_2166, NP_295889.1, deoD, 697.3, 3, 0.92, 2.94, 2.7234
DR_2326, NP_296047.1, , 783.3, 3, 1.03, 2.61, 2.45484
DR_2345, NP_296066.1, , 724.3, 3, 0.95, 2.83, 2.63471
DR_2396, NP_296117.1, , 452.0, 3, 0.59, 4.53, 3.79183
DR_2444, NP_296164.1, , 1413.3, 3, 1.86, 1.45, 1.25525
DR_2493, NP_296213.1, , 914.0, 3, 1.20, 2.24, 2.11292
DR_2543, NP_296263.1, , 625.7, 3, 0.82, 3.27, 2.98112
DR_2553, NP_296273.1, , 810.7, 3, 1.07, 2.52, 2.37717
DR_2594, NP_296313.1, , 1147.7, 3, 1.51, 1.78, 1.64294
DR_2611, NP_296330.1, , 1938.3, 3, 2.55, 1.06, 0.758106
DR_2617, NP_296336.1, , 749.7, 3, 0.99, 2.73, 2.55504
DR_A0073, NP_285396.1, , 1466.3, 3, 1.93, 1.40, 1.19136
DR_A0094, NP_285417.1, , 496.0, 3, 0.65, 4.13, 3.55511
DR_A0263, NP_285586.1, , 982.7, 3, 1.29, 2.08, 1.95858
DR_A0266, NP_285589.1, , 1296.7, 3, 1.70, 1.58, 1.41032
DR_A0319, NP_285642.1, , 503.7, 3, 0.66, 4.06, 3.51623
DR_B0003, NP_051546.1, , 479.0, 3, 0.63, 4.27, 3.64354
DR_B0073, NP_051609.1, , 1220.0, 3, 1.60, 1.68, 1.5247
DR_B0093, NP_051626.1, , 745.3, 3, 0.98, 2.75, 2.56859
DR_B0135, NP_051665.1, , 3663.3, 3, 4.82, 0.56, 0.151971
