Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
FFI39_RS05300, WP_046683422.1, , 755.0, 43, 0.62, 46.95, 142.363
FFI39_RS09420, WP_052755511.1, , 1327.7, 31, 1.10, 19.25, 76.2339
FFI39_RS21295, WP_144295918.1, , 6200.3, 29, 5.13, 3.86, 28.7753
FFI39_RS04190, WP_046682172.1, , 482.0, 28, 0.40, 47.89, 94.0066
FFI39_RS14945, WP_046685207.1, , 1112.3, 28, 0.92, 20.75, 71.0951
FFI39_RS26515, WP_046684468.1, , 967.3, 28, 0.80, 23.86, 74.8903
FFI39_RS00360, WP_046683214.1, , 827.3, 25, 0.68, 24.91, 68.1309
FFI39_RS24485, WP_046686191.1, , 858.7, 23, 0.71, 22.08, 60.1422
FFI39_RS21505, WP_046685775.1, , 967.3, 22, 0.80, 18.75, 54.1298
FFI39_RS06380, WP_046685449.1, , 1123.7, 20, 0.93, 14.67, 44.6715
FFI39_RS22925, WP_034754156.1, , 1051.7, 20, 0.87, 15.68, 45.9393
FFI39_RS12805, WP_138829025.1, , 697.0, 19, 0.58, 22.47, 50.3404
FFI39_RS12830, WP_046685514.1, flgH, 501.3, 19, 0.41, 31.25, 56.4487
FFI39_RS00675, WP_138828957.1, , 10211.7, 18, 8.45, 1.45, 5.86688
FFI39_RS04255, WP_138828928.1, , 988.7, 18, 0.82, 15.01, 40.7796
FFI39_RS09625, WP_046682393.1, , 281.3, 17, 0.23, 49.82, 58.5026
FFI39_RS10160, WP_034758768.1, , 502.7, 17, 0.42, 27.88, 48.8058
FFI39_RS20895, WP_046685703.1, , 1151.7, 17, 0.95, 12.17, 35.219
FFI39_RS21160, WP_058049196.1, , 858.3, 17, 0.71, 16.33, 39.989
FFI39_RS07115, WP_138828908.1, , 280.3, 16, 0.23, 47.06, 54.2673
FFI39_RS16835, WP_046682892.1, , 882.7, 16, 0.73, 14.94, 36.3818
FFI39_RS01430, WP_046681823.1, , 825.3, 15, 0.68, 14.98, 34.2567
FFI39_RS01450, WP_082127496.1, , 575.0, 15, 0.48, 21.51, 39.4835
FFI39_RS06635, WP_046685415.1, , 641.0, 15, 0.53, 19.29, 37.9047
FFI39_RS08940, WP_046682303.1, , 878.3, 15, 0.73, 14.08, 33.364
FFI39_RS11350, WP_046683768.1, , 521.7, 15, 0.43, 23.70, 40.9014
FFI39_RS17675, WP_138829123.1, , 750.3, 15, 0.62, 16.48, 35.6277
FFI39_RS21585, WP_138829016.1, , 6074.7, 15, 5.03, 2.04, 8.33645
FFI39_RS23515, WP_082127912.1, , 1449.3, 15, 1.20, 8.53, 26.2927
FFI39_RS24820, WP_046684217.1, , 1210.0, 15, 1.00, 10.22, 28.8148
FFI39_RS02095, WP_046682062.1, minC, 662.3, 14, 0.55, 17.43, 34.1193
FFI39_RS14220, WP_052755850.1, , 922.7, 14, 0.76, 12.51, 29.6777
FFI39_RS19100, WP_052755764.1, cysC, 453.3, 14, 0.38, 25.46, 39.2665
FFI39_RS24955, WP_082127731.1, , 1022.7, 14, 0.85, 11.29, 28.3141
FFI39_RS00615, WP_046683185.1, , 3687.7, 13, 3.05, 2.91, 10.8575
FFI39_RS01540, WP_046681839.1, putA, 2839.7, 13, 2.35, 3.77, 13.6125
FFI39_RS02160, WP_046681918.1, , 1614.3, 13, 1.34, 6.64, 20.0223
FFI39_RS13110, WP_046685521.1, , 1022.7, 13, 0.85, 10.48, 25.5041
FFI39_RS25010, WP_046684242.1, , 969.7, 13, 0.80, 11.05, 26.1553
FFI39_RS01380, WP_046681814.1, , 1136.7, 12, 0.94, 8.70, 21.5859
FFI39_RS02305, WP_052755461.1, , 1134.0, 12, 0.94, 8.72, 21.6124
FFI39_RS03215, WP_046682098.1, , 1094.3, 12, 0.91, 9.04, 22.0099
FFI39_RS07925, WP_046682671.1, , 1404.0, 12, 1.16, 7.05, 19.2545
FFI39_RS09440, WP_046682361.1, , 586.0, 12, 0.48, 16.88, 29.1177
FFI39_RS11250, , , 154.0, 12, 0.13, 64.24, 44.8246
FFI39_RS12525, WP_046683762.1, , 1511.3, 12, 1.25, 6.55, 18.4522
FFI39_RS16635, WP_046682863.1, , 2873.7, 12, 2.38, 3.44, 11.7699
FFI39_RS20055, WP_082127765.1, , 1044.0, 12, 0.86, 9.48, 22.5363
FFI39_RS03795, WP_034753337.1, , 731.3, 11, 0.61, 12.40, 23.5793
FFI39_RS04510, WP_046682219.1, , 694.7, 11, 0.57, 13.05, 24.1164
FFI39_RS06015, WP_046682555.1, , 1644.3, 11, 1.36, 5.51, 15.3546
FFI39_RS09170, WP_046682328.1, ribD, 862.7, 11, 0.71, 10.51, 21.8608
FFI39_RS09655, WP_082127559.1, , 1004.7, 11, 0.83, 9.03, 20.2919
FFI39_RS11040, WP_046684755.1, sbcD, 972.0, 11, 0.80, 9.33, 20.6312
FFI39_RS20620, WP_046683825.1, tssA, 800.0, 11, 0.66, 11.34, 22.6435
FFI39_RS20880, WP_046685701.1, , 572.3, 11, 0.47, 15.85, 26.1558
FFI39_RS24465, , , 136.0, 11, 0.11, 66.68, 41.6326
FFI39_RS00130, WP_046683245.1, , 1345.0, 10, 1.11, 6.13, 15.0398
FFI39_RS02075, WP_046681910.1, , 623.7, 10, 0.52, 13.22, 22.1854
