Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
CCNA_00115, YP_002515490.2, , 2581.7, 10, 4.47, 2.84, 4.10947
CCNA_03722, YP_002519095.1, gltB, 3502.3, 9, 6.06, 1.88, 1.83579
CCNA_00028, YP_002515403.2, , 1821.3, 8, 3.15, 3.22, 4.1619
CCNA_02967, YP_002518340.2, , 1772.0, 8, 3.07, 3.31, 4.30886
CCNA_03665, YP_002519038.1, , 2379.3, 8, 4.12, 2.46, 2.8371
CCNA_00099, YP_002515474.1, fzlC, 1280.0, 7, 2.22, 4.01, 4.85987
CCNA_00377, YP_002515752.1, smc, 2561.0, 7, 4.43, 2.00, 1.82851
CCNA_00840, YP_002516213.1, , 1520.3, 7, 2.63, 3.37, 4.00482
CCNA_00846, YP_002516219.1, , 2318.7, 7, 4.01, 2.21, 2.18712
CCNA_01089, YP_002516462.1, , 1242.3, 7, 2.15, 4.13, 5.01407
CCNA_01157, YP_002516530.2, , 1254.0, 7, 2.17, 4.09, 4.96555
CCNA_01200, YP_002516573.1, , 1761.7, 7, 3.05, 2.91, 3.32096
CCNA_01622, YP_002516995.1, spoT, 1770.7, 7, 3.07, 2.90, 3.29819
CCNA_02277, YP_002517650.1, , 1699.0, 7, 2.94, 3.02, 3.48463
CCNA_02753, YP_002518126.1, , 1937.7, 7, 3.36, 2.65, 2.90583
CCNA_02896, YP_002518269.1, , 1235.3, 7, 2.14, 4.15, 5.04339
CCNA_03304, YP_002518676.1, , 1686.3, 7, 2.92, 3.04, 3.51889
CCNA_03651, YP_002519024.1, , 2165.0, 7, 3.75, 2.37, 2.45136
CCNA_03652, YP_002519025.1, , 2647.0, 7, 4.58, 1.94, 1.71599
CCNA_00041, YP_002515416.2, , 2342.0, 6, 4.06, 1.88, 1.49802
CCNA_00944, YP_002516317.1, , 961.3, 6, 1.66, 4.57, 4.92549
CCNA_01196, YP_002516569.1, , 1469.0, 6, 2.54, 2.99, 3.10106
CCNA_01296, YP_002516669.2, stpX, 1553.7, 6, 2.69, 2.83, 2.88317
CCNA_01695, YP_002517068.1, , 2277.3, 6, 3.94, 1.93, 1.57955
CCNA_02291, YP_002517664.1, , 1006.7, 6, 1.74, 4.36, 4.71364
CCNA_02329, YP_002517702.1, , 1208.0, 6, 2.09, 3.64, 3.90673
CCNA_02877, YP_002518249.1, , 976.0, 6, 1.69, 4.50, 4.8555
CCNA_02925, YP_002518298.1, , 973.3, 6, 1.69, 4.51, 4.86826
CCNA_03248, YP_002518621.1, , 1987.3, 6, 3.44, 2.21, 2.00467
CCNA_03695, YP_002519068.1, , 1265.3, 6, 2.19, 3.47, 3.70985
CCNA_03831, YP_002519204.1, , 1208.7, 6, 2.09, 3.64, 3.90425
CCNA_00101, YP_002515476.1, rsmB, 1036.0, 5, 1.79, 3.53, 3.32516
CCNA_00150, YP_002515525.1, , 811.3, 5, 1.40, 4.51, 4.23746
CCNA_00217, YP_002515592.3, , 1578.0, 5, 2.73, 2.32, 1.95227
CCNA_00343, YP_002515718.1, odhB, 953.0, 5, 1.65, 3.84, 3.6286
CCNA_00515, YP_002515888.1, , 1819.0, 5, 3.15, 2.01, 1.55833
CCNA_00644, YP_002516017.2, , 1163.3, 5, 2.01, 3.15, 2.91961
CCNA_00674, YP_002516047.1, , 906.0, 5, 1.57, 4.04, 3.81663
CCNA_00749, YP_002516122.1, , 1402.3, 5, 2.43, 2.61, 2.30826
CCNA_00751, YP_002516124.2, , 1014.3, 5, 1.76, 3.61, 3.40122
CCNA_00826, YP_002516199.1, , 767.0, 5, 1.33, 4.77, 4.45663
CCNA_00893, YP_002516266.1, , 871.3, 5, 1.51, 4.20, 3.96391
CCNA_00997, YP_002516370.1, , 1005.0, 5, 1.74, 3.64, 3.4345
CCNA_01192, YP_002516565.1, , 664.3, 5, 1.15, 5.51, 5.03205
CCNA_01202, YP_002516575.1, , 1943.3, 5, 3.36, 1.88, 1.389
CCNA_01262, YP_002516635.1, acrB3, 2304.0, 5, 3.99, 1.59, 0.996649
CCNA_01471, YP_002516844.1, fixG, 1129.3, 5, 1.96, 3.24, 3.0216
CCNA_01509, YP_002516882.2, , 955.3, 5, 1.65, 3.83, 3.61971
CCNA_01726, YP_002517099.1, , 1419.0, 5, 2.46, 2.58, 2.27145
CCNA_01777, YP_002517150.2, , 1340.0, 5, 2.32, 2.73, 2.45178
CCNA_01834, YP_002517207.1, , 1790.7, 5, 3.10, 2.04, 1.59982
CCNA_02213, YP_002517586.1, , 923.7, 5, 1.60, 3.96, 3.74433
CCNA_02215, YP_002517588.1, , 936.7, 5, 1.62, 3.91, 3.69239
CCNA_02557, YP_002517930.1, , 681.0, 5, 1.18, 5.38, 4.93127
CCNA_02619, YP_002517992.1, , 717.7, 5, 1.24, 5.10, 4.72009
CCNA_02846, YP_002518219.1, , 1288.0, 5, 2.23, 2.84, 2.57955
CCNA_02860, YP_002518233.1, , 797.3, 5, 1.38, 4.59, 4.30505
CCNA_02861, YP_002518234.1, , 1839.3, 5, 3.18, 1.99, 1.52926
CCNA_02915, YP_002518288.1, , 1024.3, 5, 1.77, 3.57, 3.36589
CCNA_03023, YP_002518396.1, , 1630.7, 5, 2.82, 2.25, 1.85773
CCNA_03144, YP_002518517.1, dnaG, 1544.7, 5, 2.67, 2.37, 2.01473
CCNA_03172, YP_002518545.1, , 681.3, 5, 1.18, 5.37, 4.92949
CCNA_03222, YP_002518595.1, , 988.3, 5, 1.71, 3.71, 3.49533
CCNA_03241, YP_002518614.1, , 1131.0, 5, 1.96, 3.24, 3.0164
